property_type,room_type,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,host_has_profile_pic,host_identity_verified,host_since,instant_bookable,last_review,latitude,longitude,number_of_reviews,review_scores_rating,bedrooms,beds,host_response_rate_n,host_since_na,last_review_na,review_scores_rating_na,host_response_rate_n_na,price
0,2,3,0,1,2,1,0,1,102,1,25,40.66485174862688,-73.98343204850727,155,97.0,0,1,1.0,0,0,0,0,184.99999999999991
0,1,1,0,1,2,1,0,1,35,1,26,40.6427709077636,-73.9471518062713,8,73.0,0,0,1.0,0,0,0,0,41.00000000000004
1,1,0,0,1,1,0,0,2,127,1,25,40.70711645486862,-73.94735046913483,0,96.0,0,0,1.0,0,1,1,1,64.99999999999999
1,1,0,0,1,0,1,0,1,96,1,25,40.7236246061557,-73.94708009454997,8,100.0,0,0,0.9,0,0,0,0,64.99999999999999
1,2,3,0,1,1,1,0,2,70,1,26,40.79053398932539,-73.96955845981955,6,96.0,2,1,1.0,0,0,0,0,224.9999999999998
1,1,0,0,1,1,0,0,2,34,0,27,40.693631813246405,-73.90800023531098,9,93.0,0,0,1.0,0,0,0,0,59.000000000000014
1,1,1,0,1,0,1,0,2,29,0,25,40.740228122305005,-73.97847154197261,9,84.0,0,0,1.0,0,0,0,0,119.99999999999997
1,2,4,0,1,0,1,0,1,64,1,24,40.66156599676867,-73.95270725345773,85,95.0,2,2,1.0,0,0,0,0,198.99999999999997
1,1,1,0,1,1,0,0,1,76,0,25,40.74170151724582,-73.97857010143932,6,100.0,0,0,1.0,0,0,0,0,125.00000000000004
1,2,3,0,1,2,1,0,1,62,1,25,40.67682691017508,-73.97617281281343,50,97.0,0,1,1.0,0,0,0,0,249.9999999999999
1,2,2,0,1,0,1,0,1,41,0,25,40.8410190168044,-73.93822387994146,7,97.0,0,1,0.9,0,0,0,0,79.99999999999997
1,1,1,0,1,1,1,0,1,80,1,27,40.67797060727847,-73.96783412994087,1,100.0,0,0,1.0,0,0,0,0,59.999999999999986
1,2,1,0,1,2,1,0,1,71,1,25,40.718326757162686,-73.99442981146147,9,98.0,0,0,0.6,0,0,0,0,249.9999999999999
1,2,2,0,1,1,1,1,2,75,1,25,40.68377930232042,-73.93525900761641,48,79.0,1,0,1.0,0,0,0,0,129.99999999999997
1,2,3,0,1,0,0,0,1,108,0,25,40.77634987514943,-73.93426094888281,115,93.0,0,0,1.0,0,0,0,0,115.00000000000001
1,1,1,0,1,1,0,0,2,40,0,25,40.63142028799771,-73.97154332334833,0,96.0,0,0,1.0,0,1,1,1,100.00000000000004
1,2,1,0,1,2,1,0,2,99,1,25,40.72972391390297,-73.97995248509886,82,96.0,0,0,1.0,0,0,0,0,199.99999999999991
1,1,1,2,1,1,0,0,2,56,1,25,40.687666969557625,-73.94147321221358,0,96.0,0,0,1.0,0,1,1,1,70.00000000000003
1,2,1,0,1,2,1,0,1,65,1,35,40.7629917538855,-73.96166413368134,9,96.0,1,0,1.0,0,0,0,0,135.00000000000003
1,1,1,0,1,2,1,0,2,71,0,25,40.80419015246896,-73.95582252069025,0,96.0,0,0,1.0,0,1,1,0,89.99999999999967
1,2,2,0,1,2,1,0,1,91,1,39,40.69652362997076,-73.99161684624262,2,100.0,0,0,1.0,0,0,0,1,150.00000000000009
1,2,1,0,1,2,1,0,2,28,0,25,40.707681380220976,-73.92089271504004,9,98.0,1,0,0.8,0,0,0,0,81.99999999999994
1,2,1,0,1,1,1,0,2,53,1,50,40.62276264015211,-73.9328870135121,1,100.0,1,0,1.0,0,0,0,1,64.99999999999999
1,1,0,0,1,1,0,0,2,61,0,25,40.76301961188366,-73.98904669862334,170,90.0,0,0,1.0,0,0,0,0,103.0000000000001
1,1,1,0,1,2,1,0,1,42,0,25,40.79550430953309,-73.9494481725027,45,94.0,0,0,1.0,0,0,0,0,81.00000000000003
1,2,3,0,1,0,1,0,1,91,1,48,40.724880489997695,-73.94013279660031,5,96.0,2,1,1.0,0,0,0,1,190.0
1,1,0,0,1,1,0,0,1,60,1,25,40.70425119195829,-73.93463715421031,0,96.0,0,0,1.0,0,1,1,1,70.00000000000003
1,1,1,0,1,2,1,0,2,47,1,25,40.72460044208244,-73.98258325804036,45,99.0,0,0,1.0,0,0,0,0,79.99999999999997
1,2,2,0,1,1,1,0,1,75,0,27,40.76415639307152,-73.96219954292509,4,87.0,0,1,1.0,0,0,0,1,144.99999999999997
1,2,3,0,1,0,1,0,2,39,1,27,40.773913542965886,-73.98170043358644,3,100.0,0,1,1.0,0,0,0,0,198.99999999999997
1,0,1,0,1,1,1,0,1,53,1,25,40.85321379501037,-73.93596006649939,25,92.0,0,0,1.0,0,0,0,0,34.99999999999998
1,2,1,0,1,1,1,0,1,116,1,25,40.822909524508006,-73.94957698166999,27,95.0,0,0,1.0,0,0,0,0,79.0
1,2,2,0,1,2,1,0,1,102,1,24,40.73041081071155,-73.98959990234735,14,94.0,0,0,0.9,0,0,0,0,159.00000000000014
1,1,1,2,1,2,0,0,2,26,0,25,40.70688671428616,-73.92251911694966,7,97.0,0,0,1.0,0,0,0,0,74.99999999999997
1,1,1,0,1,0,1,0,1,54,1,45,40.826452652763095,-73.94982328129352,1,80.0,0,0,0.77,0,0,0,0,59.999999999999986
1,2,1,0,1,1,0,0,1,46,1,25,40.74665745984179,-73.97846608767243,0,96.0,1,0,1.0,0,1,1,1,135.00000000000003
1,1,0,0,1,2,1,0,1,66,1,26,40.83511312002418,-73.94247691444598,2,100.0,0,0,1.0,0,0,0,0,48.99999999999999
1,2,3,0,1,0,1,0,1,68,1,42,40.73006951757034,-74.00193352385165,2,90.0,0,1,1.0,0,0,0,1,199.99999999999991
2,1,1,0,1,1,1,0,1,63,1,25,40.668953207155816,-73.92350437474227,15,96.0,0,0,0.94,0,0,0,0,64.99999999999999
1,1,1,0,1,0,1,0,2,66,1,36,40.69283017879171,-73.98061110053652,6,97.0,0,0,1.0,0,0,0,1,70.00000000000003
1,2,4,0,1,0,1,0,1,91,1,25,40.75706531278926,-73.96654496252043,37,94.0,0,2,1.0,0,0,0,0,248.99999999999972
1,2,3,0,1,2,1,0,1,61,1,25,40.776683887943285,-73.94818702089388,0,96.0,0,1,1.0,0,1,1,1,128.99999999999997
1,2,2,0,1,1,0,0,2,41,0,25,40.68678136539938,-73.86058901089585,0,96.0,1,0,1.0,0,1,1,0,150.00000000000009
1,1,0,0,1,1,1,0,2,88,0,27,40.64955304890957,-73.96243730515286,4,100.0,0,0,1.0,0,0,0,1,50.00000000000004
0,1,1,0,1,2,1,0,1,78,0,25,40.67922263802127,-73.93919765407817,0,96.0,0,0,1.0,0,1,1,0,45.000000000000014
1,2,1,0,1,0,1,0,2,43,1,25,40.72976854890714,-73.983632160423,0,96.0,0,0,1.0,0,1,1,1,175.00000000000006
1,2,4,1,1,1,1,0,1,64,1,25,40.66483813608148,-73.87707185062114,0,96.0,3,3,1.0,0,1,1,1,175.00000000000006
1,2,1,0,1,2,1,0,1,69,1,25,40.69575914618069,-73.9408248755541,48,91.0,0,0,1.0,0,0,0,0,89.99999999999967
1,2,1,0,1,0,1,0,1,58,1,25,40.72652129348661,-73.99259056289802,0,96.0,0,0,1.0,0,1,1,1,300.0000000000002
1,2,2,0,1,0,1,0,1,34,0,25,40.740322534040224,-74.0042919326983,44,99.0,0,0,1.0,0,0,0,0,224.9999999999998
0,1,1,0,1,2,1,0,1,61,1,25,40.75444256228917,-73.76938475200905,0,96.0,2,0,0.67,0,1,1,0,59.999999999999986
2,2,3,0,1,2,1,0,1,93,1,25,40.70461687095117,-73.92280299024466,19,90.0,0,1,0.83,0,0,0,0,119.99999999999997
2,1,1,0,1,2,1,0,1,70,1,25,40.70801166450324,-73.94787112602329,0,96.0,0,0,1.0,0,1,1,1,81.99999999999994
1,1,1,0,1,0,1,0,2,58,1,25,40.71728875972955,-73.95512252455099,0,96.0,0,0,1.0,0,1,1,1,104.99999999999997
1,2,1,0,1,1,1,0,1,76,0,29,40.73560836439936,-73.95597757190748,5,100.0,0,0,1.0,0,0,0,1,101.00000000000003
1,1,0,0,1,2,1,0,1,38,1,25,40.71778555535405,-73.95978095556656,0,96.0,0,0,1.0,0,1,1,1,79.0
1,1,0,0,1,1,0,0,1,105,1,25,40.63865718885381,-74.09082401542345,1,100.0,0,0,1.0,0,0,0,0,50.00000000000004
1,2,3,0,1,2,1,0,2,74,0,25,40.72397551471536,-73.94977565965844,27,99.0,2,1,1.0,0,0,0,0,150.00000000000009
1,1,1,0,1,2,1,0,1,53,1,25,40.70594833726806,-73.91531811962551,0,96.0,0,0,1.0,0,1,1,0,100.00000000000004
1,1,0,0,1,2,1,0,1,62,1,29,40.76324466942362,-73.96250603146227,6,96.0,0,0,0.93,0,0,0,0,72.99999999999999
1,1,1,0,1,1,1,0,2,38,1,25,40.78454059313643,-73.95161563017862,0,96.0,0,0,1.0,0,1,1,0,100.00000000000004
2,2,4,0,1,2,1,0,1,47,1,25,40.71457449042343,-73.95636376977086,83,92.0,3,2,1.0,0,0,0,0,171.99999999999994
1,0,1,0,1,1,1,0,2,48,1,31,40.73246165944192,-73.98417503709753,5,96.0,0,1,1.0,0,0,0,1,90.99999999999997
1,1,0,1,1,0,0,0,1,43,1,25,40.65650918480993,-74.0028999703362,18,100.0,0,0,1.0,0,0,0,0,70.00000000000003
1,1,1,0,1,2,0,0,1,74,1,25,40.69245946363164,-73.9717144273213,0,96.0,0,0,1.0,0,1,1,1,62.00000000000001
1,2,3,0,1,1,1,0,2,69,1,25,40.67446589856153,-73.93023580755823,2,90.0,0,1,1.0,0,0,0,0,103.0000000000001
1,1,1,2,1,0,1,0,1,89,1,28,40.675309007327,-73.94967429494861,7,97.0,0,0,1.0,0,0,0,1,59.999999999999986
1,1,1,0,1,2,1,0,1,107,1,30,40.71942629625514,-73.95958231823653,50,88.0,0,0,0.95,0,0,0,0,76.0
1,1,0,0,1,2,1,0,1,70,0,25,40.67268158335472,-73.9524927170627,9,93.0,0,0,1.0,0,0,0,0,55.000000000000014
1,1,1,0,1,2,1,0,1,97,0,28,40.71323176102904,-73.95676373246135,61,94.0,0,0,0.7,0,0,0,0,125.00000000000004
1,1,2,0,1,2,1,0,2,57,0,25,40.82441652937186,-73.95249585434607,33,95.0,0,0,1.0,0,0,0,0,52.000000000000036
1,2,4,0,1,2,1,0,1,80,0,26,40.72687176392093,-73.98265289487028,64,95.0,2,2,1.0,0,0,0,0,199.99999999999991
1,1,1,0,1,0,0,0,2,54,1,25,40.64318130172241,-73.98139706748245,3,93.0,0,0,1.0,0,0,0,0,48.99999999999999
1,2,1,0,1,0,1,0,1,69,1,33,40.72184982935321,-73.99024756867266,12,97.0,0,0,1.0,0,0,0,1,179.0
2,2,1,0,1,2,1,1,0,61,1,25,40.7481156776966,-73.99154942360681,0,96.0,1,0,1.0,1,1,1,1,160.00000000000023
1,1,0,0,1,1,0,0,2,38,0,38,40.70061146482148,-73.92721003126297,2,100.0,0,0,1.0,0,0,0,1,39.99999999999998
1,1,1,0,0,1,0,0,1,81,1,53,40.738887152844725,-73.99748887067489,1,96.0,0,0,1.0,0,0,1,1,150.00000000000009
1,2,3,0,1,0,1,0,1,85,1,52,40.74329285160685,-74.00271006576837,5,96.0,0,1,1.0,0,0,0,1,275.00000000000057
1,1,1,0,1,0,1,0,1,58,0,25,40.71936148308788,-73.98878090006535,0,96.0,0,0,1.0,0,1,1,1,88.99999999999999
1,1,1,0,1,1,1,0,2,52,1,25,40.7734117673244,-73.9562087708564,32,98.0,0,0,1.0,0,0,0,0,95.0
0,1,1,0,1,0,1,0,2,26,1,25,40.75761571425374,-73.87111385176719,5,88.0,0,0,1.0,0,0,0,0,52.000000000000036
1,2,1,0,1,0,0,0,1,32,1,25,40.76268824957151,-73.99139454789173,8,100.0,0,0,1.0,0,0,0,0,175.00000000000006
1,2,1,0,1,1,1,0,2,81,1,25,40.6828194247648,-73.98111911769804,0,96.0,0,0,1.0,0,1,1,1,169.9999999999999
1,2,1,0,1,1,0,0,2,45,1,25,40.77387257055332,-73.98153492489433,0,96.0,1,0,1.0,0,1,1,1,125.00000000000004
1,1,1,0,1,0,0,0,1,66,1,25,40.700115920655776,-73.93062196690687,17,98.0,0,0,1.0,0,0,0,0,69.00000000000001
1,2,1,0,1,1,1,0,1,68,1,38,40.72347297836625,-73.97970725573524,2,100.0,0,0,1.0,0,0,0,1,249.9999999999999
1,2,1,0,1,1,0,0,1,72,1,38,40.75233022218556,-73.99687433422115,1,100.0,0,0,1.0,0,0,0,1,135.00000000000003
1,2,3,0,1,1,1,0,1,62,1,28,40.6802047588973,-73.93314921639056,3,80.0,0,1,1.0,0,0,0,1,129.99999999999997
1,2,1,0,1,1,1,0,1,69,1,48,40.64644025871078,-73.97559729294625,2,100.0,0,0,1.0,0,0,0,0,95.0
1,2,1,0,1,2,1,0,1,73,1,25,40.715547005454994,-73.99091339715223,9,98.0,0,1,1.0,0,0,0,0,150.00000000000009
1,2,1,0,1,1,1,0,2,39,1,37,40.69626215628621,-73.9727598102356,5,80.0,1,0,1.0,0,0,0,1,89.99999999999967
1,2,3,0,1,2,1,0,1,65,1,51,40.83900232677031,-73.94542738098545,4,85.0,0,1,1.0,0,0,0,1,115.00000000000001
1,1,4,0,1,2,1,0,1,67,1,25,40.86398518271308,-73.92321175047526,56,96.0,0,3,1.0,0,0,0,0,98.99999999999999
1,1,1,0,1,1,0,0,2,86,1,29,40.83737981527589,-73.93990861509704,2,60.0,0,0,1.0,0,0,0,1,50.00000000000004
1,2,3,0,1,2,1,0,1,64,1,25,40.827416643454725,-73.94725826285719,64,97.0,0,2,1.0,0,0,0,0,110.00000000000004
1,1,1,0,1,2,1,0,2,58,1,39,40.79149968786425,-73.96696842712875,5,100.0,0,0,1.0,0,0,0,0,78.0
1,1,0,0,1,2,1,0,2,32,1,29,40.71597924895085,-73.99224945644835,1,96.0,0,0,1.0,0,0,1,0,59.999999999999986
1,1,0,0,1,2,0,0,1,46,0,25,40.76519870999825,-73.991973237124,0,96.0,0,0,1.0,0,1,1,1,67.00000000000004
1,1,0,0,1,0,0,0,2,34,0,25,40.725336086926426,-73.98284545892018,0,96.0,0,0,1.0,0,1,1,1,74.99999999999997
1,1,1,0,1,2,1,0,2,72,1,25,40.71013150872166,-73.9583406498357,13,98.0,0,0,1.0,0,0,0,0,85.00000000000001
1,2,1,0,0,2,1,0,2,60,1,45,40.72627674322148,-74.00362345124995,1,100.0,1,0,1.0,0,0,0,1,160.00000000000023
1,1,2,0,1,0,1,0,1,48,0,25,40.6775552058156,-73.95426751703133,4,95.0,0,1,1.0,0,0,0,0,76.0
1,1,1,1,1,0,0,0,2,33,0,25,40.73710258476815,-73.86066755999043,29,97.0,0,0,1.0,0,0,0,0,64.99999999999999
1,2,3,0,1,2,1,0,1,78,1,25,40.68696518863168,-73.94505998963704,63,98.0,0,1,1.0,0,0,0,0,142.99999999999994
1,2,1,0,1,2,1,0,1,78,1,25,40.71773686625284,-73.99097119008412,29,90.0,0,0,0.9,0,0,0,0,110.00000000000004
1,1,1,0,1,1,1,0,2,85,1,25,40.69383582593297,-73.92404890259526,0,96.0,0,0,1.0,0,1,1,0,55.000000000000014
1,0,2,0,0,2,0,0,2,77,1,29,40.76342921451715,-73.98659338113544,29,92.0,0,0,0.15,0,0,0,0,50.00000000000004
1,2,1,0,1,1,0,0,1,76,1,25,40.69564837338178,-73.99662735464628,0,96.0,1,0,1.0,0,1,1,1,150.00000000000009
2,2,2,0,1,0,0,0,2,40,1,38,40.70416014341193,-73.92110468949448,2,100.0,0,0,1.0,0,0,0,1,100.00000000000004
1,2,3,0,1,2,1,0,2,87,1,60,40.67927958824585,-73.96627323827687,5,96.0,2,0,1.0,0,0,0,1,125.00000000000004
1,2,2,0,1,2,1,0,1,46,0,25,40.72790683757077,-74.00109892955223,0,96.0,0,0,1.0,0,1,1,0,150.00000000000009
1,2,1,0,1,1,1,0,1,83,1,64,40.68008058892007,-73.99391624876667,1,91.0,0,0,1.0,0,0,0,1,179.99999999999986
0,2,4,1,1,1,1,0,1,77,1,25,40.65903032249607,-73.9603465442867,5,100.0,3,3,1.0,0,0,0,0,214.0000000000001
0,1,1,0,1,0,1,0,2,56,1,49,40.69111705244445,-73.85568645616533,2,100.0,0,0,1.0,0,0,0,1,59.000000000000014
1,2,2,0,1,2,1,0,2,42,1,33,40.81632447388493,-73.96006893519116,2,100.0,0,0,1.0,0,0,0,1,119.99999999999997
1,1,1,0,1,0,1,0,2,69,1,25,40.70414808306056,-73.92550704701355,0,96.0,0,0,1.0,0,1,1,1,100.00000000000004
1,2,1,0,1,0,1,0,1,63,1,25,40.71750244610279,-73.94953383023301,46,98.0,0,0,0.8,0,0,0,0,139.99999999999994
0,1,0,0,1,1,1,0,2,27,0,25,40.63600768375721,-73.9150254235854,0,96.0,0,0,1.0,0,1,1,0,79.99999999999997
1,1,1,0,1,1,0,0,1,84,1,25,40.82781831362296,-73.95155168429837,0,96.0,0,0,1.0,0,1,1,1,82.99999999999989
1,1,1,0,1,0,1,0,2,47,1,46,40.76928450286088,-73.9616322362443,1,100.0,0,0,1.0,0,0,0,1,249.9999999999999
1,1,1,0,1,1,0,0,2,85,1,45,40.6894323584999,-73.90574215128044,2,100.0,0,0,1.0,0,0,0,1,45.000000000000014
1,1,1,2,1,1,0,0,2,48,1,48,40.7196820527293,-73.98595599732924,1,100.0,0,0,1.0,0,0,0,1,160.00000000000023
1,2,4,2,1,0,1,0,1,49,0,25,40.74075151584825,-73.92618590813565,51,98.0,3,3,1.0,0,0,0,0,195.0
1,2,4,0,1,2,1,0,2,81,1,48,40.81852034249529,-73.94702668576369,1,96.0,2,1,1.0,0,0,1,1,249.9999999999999
1,1,0,0,1,1,1,0,2,40,1,27,40.68154922351078,-73.9363938020262,4,95.0,0,0,1.0,0,0,0,1,30.000000000000004
1,1,0,0,1,1,0,0,2,51,1,46,40.71933701442,-73.98424178416515,2,90.0,0,0,1.0,0,0,0,1,97.0
0,2,3,0,1,2,1,0,1,76,1,29,40.680851172034416,-73.8889514308782,21,93.0,2,1,1.0,0,0,0,0,67.00000000000004
1,2,2,0,1,2,1,0,1,122,1,26,40.784303864402354,-73.97125519854602,22,98.0,1,1,1.0,0,0,0,0,169.0
1,1,1,0,1,2,1,0,1,62,0,26,40.66688820027054,-73.99315294610379,1,20.0,0,3,1.0,0,0,0,0,59.999999999999986
1,2,3,0,1,1,1,0,2,124,0,25,40.68325519512454,-73.9244782198504,8,100.0,2,1,1.0,0,0,0,0,150.00000000000009
1,1,1,2,1,1,1,0,2,64,1,35,40.69092469865162,-73.91195168055133,4,100.0,0,0,1.0,0,0,0,0,50.00000000000004
1,1,1,0,1,2,1,0,1,39,0,25,40.75268414921648,-73.90150444607909,3,100.0,0,1,1.0,0,0,0,0,51.0
1,2,2,0,1,0,1,0,1,44,1,25,40.77799817543643,-73.97911532575219,47,98.0,0,1,1.0,0,0,0,0,199.99999999999991
1,1,1,0,1,1,1,0,1,66,1,46,40.78353821815493,-73.94698793889776,4,95.0,0,0,1.0,0,0,0,0,89.99999999999967
1,2,1,0,1,2,1,0,1,76,1,25,40.74302849877344,-73.97825660637672,5,100.0,0,0,1.0,0,0,0,0,181.00000000000006
1,2,1,0,1,2,0,0,2,112,0,25,40.76271722504287,-73.92655708284808,1,96.0,0,0,0.88,0,0,1,0,150.00000000000009
1,2,1,0,1,1,0,0,1,80,1,25,40.72904037638676,-74.00116161058929,0,96.0,0,0,1.0,0,1,1,1,224.9999999999998
1,2,1,0,1,1,1,0,1,98,1,61,40.80489270253275,-73.95759208699674,1,100.0,0,0,1.0,0,0,0,1,115.00000000000001
1,1,1,0,1,1,1,0,1,42,1,25,40.826174569180935,-73.95172778872814,0,96.0,0,0,1.0,0,1,1,1,69.00000000000001
1,1,1,0,1,2,0,0,1,72,1,26,40.74405932675911,-73.98986244806895,24,85.0,0,0,0.8,0,0,0,0,150.00000000000009
1,2,2,0,1,1,0,0,1,55,1,25,40.74920850622342,-73.98444985253627,12,98.0,1,1,1.0,0,0,0,0,184.99999999999991
1,2,3,0,1,1,1,0,2,84,1,39,40.71396070309692,-73.9402062985133,9,91.0,0,0,1.0,0,0,0,1,209.99999999999994
1,2,1,0,1,1,0,0,2,48,0,25,40.8555113668026,-73.92883129620047,0,96.0,0,0,1.0,0,1,1,1,125.00000000000004
1,1,2,0,1,2,1,0,1,39,1,36,40.68127539375229,-73.9054611813735,6,100.0,0,0,1.0,0,0,0,1,89.99999999999967
1,1,1,0,1,0,0,0,2,26,1,25,40.68312912878639,-73.91279560567875,2,80.0,0,0,0.89,0,0,0,0,42.99999999999996
1,1,2,0,1,1,1,0,1,54,1,26,40.71715241750877,-73.95928669021754,1,80.0,0,1,0.8,0,0,0,0,100.00000000000004
1,1,1,0,1,2,1,0,1,71,0,26,40.71697011583932,-73.99145923967198,10,90.0,0,0,1.0,0,0,0,0,70.00000000000003
0,1,2,0,1,1,1,0,1,52,1,25,40.76578349271031,-73.86423637804633,129,95.0,0,0,1.0,0,0,0,0,59.999999999999986
1,1,0,0,1,0,0,0,1,53,1,50,40.75928864165011,-73.91729581419308,1,100.0,0,0,1.0,0,0,0,1,45.000000000000014
1,1,0,0,0,1,1,0,2,46,1,40,40.83912246170324,-73.9381358493341,2,90.0,0,0,1.0,0,0,0,1,46.99999999999995
1,1,0,0,1,2,0,0,2,96,1,25,40.7319643684384,-73.99000156945348,37,89.0,0,0,1.0,0,0,0,0,85.00000000000001
1,2,4,0,1,2,1,0,1,106,1,26,40.71733220741124,-73.95309930365741,5,92.0,0,1,1.0,0,0,0,0,125.00000000000004
1,2,1,0,1,2,0,0,2,48,0,25,40.70018534804551,-73.92303303309681,3,100.0,0,0,1.0,0,0,0,0,146.99999999999997
2,2,1,0,1,2,1,0,2,46,0,25,40.79389501737983,-73.97610288422722,0,96.0,0,0,1.0,0,1,1,1,198.99999999999997
1,2,3,0,1,1,0,0,1,52,1,38,40.75670649714327,-73.91749359681684,5,100.0,0,1,1.0,0,0,0,1,104.99999999999997
1,2,3,2,1,2,1,0,1,64,1,25,40.657518246845406,-73.95727898032821,126,94.0,2,1,1.0,0,0,0,0,110.00000000000004
1,1,1,0,1,2,1,0,1,58,0,26,40.690913740101145,-73.95493412640147,10,86.0,0,0,1.0,0,0,0,0,55.000000000000014
0,2,3,1,1,2,1,0,2,71,1,25,40.84114416028828,-73.78305228672215,0,96.0,3,2,1.0,0,1,1,1,300.0000000000002
1,1,0,0,1,1,1,0,1,59,0,24,40.683435767776736,-73.93958656471932,2,100.0,0,0,1.0,0,0,0,0,59.999999999999986
1,2,1,0,1,2,1,0,1,82,1,37,40.71661440041724,-73.99102805967989,3,90.0,0,0,1.0,0,0,0,1,195.0
2,2,1,0,1,1,1,0,1,63,1,33,40.67808330580254,-73.94795565499085,2,100.0,0,0,1.0,0,0,0,1,119.99999999999997
1,1,1,0,1,0,0,0,1,90,1,25,40.673730991902616,-73.95824938795316,59,90.0,0,0,1.0,0,0,0,0,54.00000000000001
0,1,1,0,1,0,1,0,2,38,0,25,40.64017853768737,-73.96152068733436,16,93.0,0,0,1.0,0,0,0,0,79.99999999999997
1,2,1,0,1,0,1,0,1,95,1,35,40.73281394850383,-73.98686105888218,1,100.0,1,0,1.0,0,0,0,0,249.9999999999999
1,1,1,0,1,2,1,0,1,65,0,25,40.71585997658836,-73.95224284327176,1,100.0,0,0,1.0,0,0,0,0,74.99999999999997
1,1,1,1,1,1,0,0,2,45,1,25,40.79658886597744,-73.9350109085097,0,96.0,0,0,1.0,0,1,1,1,69.00000000000001
1,2,1,0,1,1,0,0,1,94,1,25,40.685911345766186,-74.00164256096721,0,96.0,0,0,1.0,0,1,1,1,119.99999999999997
1,2,4,0,1,1,1,0,2,28,1,25,40.85197955192494,-73.78930422859898,3,100.0,2,3,1.0,0,0,0,0,150.00000000000009
1,1,0,0,1,0,0,0,1,58,1,29,40.8029275992584,-73.96611104981756,31,93.0,0,0,1.0,0,0,0,1,64.99999999999999
1,1,1,0,1,2,0,0,1,46,1,28,40.72319721146855,-73.98222719635116,5,92.0,0,0,1.0,0,0,0,1,89.99999999999967
1,1,1,0,1,0,0,0,2,82,1,51,40.67940407835242,-73.96159617306853,1,96.0,0,0,1.0,0,0,1,1,89.99999999999967
0,2,4,0,1,2,1,0,1,70,1,51,40.78020382050321,-73.90913081135443,1,100.0,3,1,1.0,0,0,0,1,150.00000000000009
1,2,2,0,1,0,1,0,1,70,1,26,40.80651825799035,-73.94353871352385,14,86.0,0,0,1.0,0,0,0,0,129.99999999999997
1,1,2,0,1,1,1,0,1,34,1,27,40.66634913281345,-73.99133293842472,33,96.0,0,1,1.0,0,0,0,0,89.99999999999967
1,2,1,0,1,0,0,0,1,79,1,31,40.713888614287455,-73.99315566379896,1,100.0,0,0,1.0,0,0,0,0,175.00000000000006
1,2,3,0,1,1,1,0,1,77,1,29,40.68166064253013,-73.94325128904485,14,95.0,0,1,0.5,0,0,0,0,189.00000000000037
1,2,4,0,1,2,1,0,2,35,1,25,40.722543598204815,-73.98549641166215,23,91.0,2,2,1.0,0,0,0,0,289.99999999999994
1,2,2,0,1,2,0,0,2,43,1,28,40.77099044402606,-73.95117924418463,3,80.0,1,1,1.0,0,0,0,1,119.99999999999997
1,2,1,0,1,2,1,0,2,54,1,25,40.70828059691748,-73.95292015712319,3,70.0,0,1,1.0,0,0,0,0,147.99999999999994
1,1,1,0,1,0,1,0,1,85,1,28,40.81301461755125,-73.94955378409087,22,99.0,0,0,1.0,0,0,0,1,100.00000000000004
1,1,0,0,1,1,0,0,2,30,0,25,40.6819413472943,-73.90635517616207,0,96.0,0,0,1.0,0,1,1,1,39.99999999999998
1,1,1,0,1,2,1,0,1,71,1,25,40.74117762687405,-74.00011992940324,14,92.0,0,0,1.0,0,0,0,0,110.00000000000004
1,1,1,0,1,1,1,0,1,81,1,25,40.793958790402215,-73.97058920192553,35,92.0,0,0,1.0,0,0,0,0,79.99999999999997
0,1,1,2,1,1,1,0,2,40,1,25,40.75571490744644,-73.93379664977654,0,96.0,0,0,0.97,0,1,1,0,55.000000000000014
1,1,1,0,1,0,1,0,1,79,1,25,40.6893083524693,-73.93619547546871,1,100.0,0,0,1.0,0,0,0,0,55.000000000000014
1,1,1,0,1,2,1,0,2,26,0,25,40.84366226728552,-73.94119022911823,0,96.0,0,0,1.0,0,1,1,0,50.00000000000004
1,1,1,2,1,1,0,0,1,82,1,52,40.71892636945054,-73.96306112112006,1,100.0,0,0,1.0,0,0,0,1,115.00000000000001
1,1,1,0,1,1,1,0,1,70,1,52,40.66525948493727,-73.98449251458446,1,100.0,0,0,1.0,0,0,0,0,100.00000000000004
1,1,0,0,1,2,0,0,1,66,1,25,40.72717560085399,-73.98237861838456,0,96.0,0,0,1.0,0,1,1,0,79.99999999999997
1,1,1,0,1,2,1,0,1,60,1,25,40.79848913424431,-73.93843179841332,19,96.0,0,0,1.0,0,0,0,0,70.00000000000003
1,1,2,0,1,1,1,0,1,32,0,25,40.802115015584896,-73.9665946714204,0,96.0,0,0,1.0,0,1,1,0,179.99999999999986
1,1,3,1,1,1,0,0,2,26,1,25,40.57545300735955,-73.84442160609314,6,97.0,2,1,1.0,0,0,0,0,50.00000000000004
1,2,3,0,1,1,1,1,2,31,1,28,40.67671762806207,-73.99920920606841,3,96.0,2,2,1.0,0,0,1,0,149.0
2,1,1,0,1,2,1,0,1,43,1,25,40.79454469062358,-73.93248294128993,1,60.0,0,0,1.0,0,0,0,0,79.99999999999997
1,2,1,0,1,2,1,0,1,108,1,25,40.728614964171314,-74.00490022168658,89,96.0,0,0,0.8,0,0,0,0,198.99999999999997
